自增ID,租户ID,资产ID,智能耳标编号,记录日期,记录人,资产月龄,资产体重,创建人,创建人名称,创建人部门id,创建时间,修改人,修改人名称,修改时间,状态（0预留）
39,4,3496,202310051275,2023-08-20,付勇斌,14.0,520.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:26,0
40,4,3497,202310051276,2023-08-20,付勇斌,14.0,463.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:26,0
41,4,3498,202310051277,2023-08-20,付勇斌,14.0,521.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:26,0
42,4,3499,202310051278,2023-08-20,付勇斌,14.0,479.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:26,0
43,4,3500,202310051279,2023-08-20,付勇斌,14.0,499.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:26,0
44,4,3501,202310051280,2023-08-20,付勇斌,14.0,521.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:26,0
45,4,3502,202310051281,2023-08-20,付勇斌,14.0,476.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:26,0
46,4,3503,202310051282,2023-08-20,付勇斌,14.0,482.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
47,4,3504,202310051283,2023-08-20,付勇斌,14.0,449.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
48,4,3505,202310051284,2023-08-20,付勇斌,14.0,465.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
49,4,3506,202310051285,2023-08-20,付勇斌,14.0,442.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
50,4,3507,202310051286,2023-08-20,付勇斌,14.0,481.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
51,4,3508,202310051287,2023-08-20,付勇斌,14.0,446.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
52,4,3509,202310051288,2023-08-20,付勇斌,14.0,450.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
53,4,3510,202310051289,2023-08-20,付勇斌,14.0,477.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
54,4,3511,202310051290,2023-08-20,付勇斌,14.0,500.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
55,4,3512,202310051291,2023-08-20,付勇斌,14.0,436.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
56,4,3513,202310051292,2023-08-20,付勇斌,14.0,444.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
57,4,3514,202310051293,2023-08-20,付勇斌,14.0,479.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
58,4,3515,202310051294,2023-08-20,付勇斌,14.0,529.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
59,4,3516,202310051295,2023-08-20,付勇斌,14.0,471.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:27,0
60,4,3517,202310051296,2023-08-20,付勇斌,14.0,534.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
61,4,3518,202310051297,2023-08-20,付勇斌,14.0,524.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
62,4,3519,202310051298,2023-08-20,付勇斌,14.0,485.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
63,4,3520,202310051299,2023-08-20,付勇斌,14.0,516.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
64,4,3521,202310051300,2023-08-20,付勇斌,14.0,491.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
65,4,3522,202310051301,2023-08-20,付勇斌,14.0,471.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
66,4,3523,202310051302,2023-08-20,付勇斌,14.0,447.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
67,4,3524,202310051303,2023-08-20,付勇斌,14.0,489.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
68,4,3525,202310051304,2023-08-20,付勇斌,14.0,467.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
69,4,3526,202310051305,2023-08-20,付勇斌,14.0,437.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
70,4,3527,202310051306,2023-08-20,付勇斌,14.0,446.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
71,4,3528,202310051307,2023-08-20,付勇斌,14.0,486.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
72,4,3529,202310051308,2023-08-20,付勇斌,14.0,459.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
73,4,3530,202310051309,2023-08-20,付勇斌,14.0,501.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:28,0
74,4,3531,202310051310,2023-08-20,付勇斌,14.0,495.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
75,4,3532,202310051311,2023-08-20,付勇斌,14.0,436.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
76,4,3533,202310051312,2023-08-20,付勇斌,14.0,462.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
77,4,3534,202310051313,2023-08-20,付勇斌,14.0,468.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
78,4,3535,202310051314,2023-08-20,付勇斌,14.0,519.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
79,4,3536,202310051315,2023-08-20,付勇斌,14.0,456.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
80,4,3537,202310051316,2023-08-20,付勇斌,14.0,487.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
81,4,3538,202310051317,2023-08-20,付勇斌,14.0,435.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
82,4,3539,202310051318,2023-08-20,付勇斌,14.0,480.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
83,4,3540,202310051319,2023-08-20,付勇斌,14.0,458.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
84,4,3541,202310051320,2023-08-20,付勇斌,14.0,517.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
85,4,3542,202310051321,2023-08-20,付勇斌,14.0,475.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
86,4,3543,202310051322,2023-08-20,付勇斌,14.0,489.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:29,0
87,4,3544,202310051323,2023-08-20,付勇斌,14.0,486.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:30,0
88,4,3545,202310051324,2023-08-20,付勇斌,14.0,527.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:30,0
89,4,3546,202310051325,2023-08-20,付勇斌,14.0,444.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:30,0
90,4,3547,202310051326,2023-08-20,付勇斌,14.0,503.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:30,0
91,4,3548,202310051327,2023-08-20,付勇斌,14.0,452.0,15,付勇斌,6,2023-08-20 00:00:00,,,2024-03-19 09:42:30,0
139,4,3469,202310051248,2023-09-20,付勇斌,15.0,474.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:30,0
140,4,3470,202310051249,2023-09-20,付勇斌,15.0,501.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:30,0
141,4,3471,202310051250,2023-09-20,付勇斌,15.0,554.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:30,0
142,4,3472,202310051251,2023-09-20,付勇斌,15.0,504.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:30,0
143,4,3473,202310051252,2023-09-20,付勇斌,15.0,490.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:30,0
144,4,3474,202310051253,2023-09-20,付勇斌,15.0,473.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:30,0
145,4,3475,202310051254,2023-09-20,付勇斌,15.0,529.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:30,0
146,4,3476,202310051255,2023-09-20,付勇斌,15.0,562.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:30,0
147,4,3477,202310051256,2023-09-20,付勇斌,15.0,556.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:30,0
148,4,3478,202310051257,2023-09-20,付勇斌,15.0,529.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
149,4,3479,202310051258,2023-09-20,付勇斌,15.0,512.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
150,4,3480,202310051259,2023-09-20,付勇斌,15.0,505.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
151,4,3481,202310051260,2023-09-20,付勇斌,15.0,526.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
152,4,3482,202310051261,2023-09-20,付勇斌,15.0,548.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
153,4,3483,202310051262,2023-09-20,付勇斌,15.0,495.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
154,4,3484,202310051263,2023-09-20,付勇斌,15.0,468.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
155,4,3485,202310051264,2023-09-20,付勇斌,15.0,490.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
156,4,3486,202310051265,2023-09-20,付勇斌,15.0,478.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
157,4,3487,202310051266,2023-09-20,付勇斌,15.0,556.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
158,4,3488,202310051267,2023-09-20,付勇斌,15.0,480.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
159,4,3489,202310051268,2023-09-20,付勇斌,15.0,565.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
160,4,3490,202310051269,2023-09-20,付勇斌,15.0,522.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:31,0
161,4,3491,202310051270,2023-09-20,付勇斌,15.0,547.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
162,4,3492,202310051271,2023-09-20,付勇斌,15.0,506.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
163,4,3493,202310051272,2023-09-20,付勇斌,15.0,522.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
164,4,3494,202310051273,2023-09-20,付勇斌,15.0,526.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
165,4,3495,202310051274,2023-09-20,付勇斌,15.0,499.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
166,4,3496,202310051275,2023-09-20,付勇斌,15.0,551.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
167,4,3497,202310051276,2023-09-20,付勇斌,15.0,494.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
168,4,3498,202310051277,2023-09-20,付勇斌,15.0,552.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
169,4,3499,202310051278,2023-09-20,付勇斌,15.0,510.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
170,4,3500,202310051279,2023-09-20,付勇斌,15.0,530.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
171,4,3501,202310051280,2023-09-20,付勇斌,15.0,552.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
172,4,3502,202310051281,2023-09-20,付勇斌,15.0,507.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
173,4,3503,202310051282,2023-09-20,付勇斌,15.0,513.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
174,4,3504,202310051283,2023-09-20,付勇斌,15.0,480.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:32,0
175,4,3505,202310051284,2023-09-20,付勇斌,15.0,496.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
176,4,3506,202310051285,2023-09-20,付勇斌,15.0,473.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
177,4,3507,202310051286,2023-09-20,付勇斌,15.0,512.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
178,4,3508,202310051287,2023-09-20,付勇斌,15.0,477.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
179,4,3509,202310051288,2023-09-20,付勇斌,15.0,481.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
180,4,3510,202310051289,2023-09-20,付勇斌,15.0,508.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
181,4,3511,202310051290,2023-09-20,付勇斌,15.0,531.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
182,4,3512,202310051291,2023-09-20,付勇斌,15.0,467.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
183,4,3513,202310051292,2023-09-20,付勇斌,15.0,475.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
184,4,3514,202310051293,2023-09-20,付勇斌,15.0,510.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
185,4,3515,202310051294,2023-09-20,付勇斌,15.0,560.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
186,4,3516,202310051295,2023-09-20,付勇斌,15.0,502.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
187,4,3517,202310051296,2023-09-20,付勇斌,15.0,565.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
188,4,3518,202310051297,2023-09-20,付勇斌,15.0,555.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:33,0
189,4,3519,202310051298,2023-09-20,付勇斌,15.0,516.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
190,4,3520,202310051299,2023-09-20,付勇斌,15.0,547.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
191,4,3521,202310051300,2023-09-20,付勇斌,15.0,522.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
192,4,3522,202310051301,2023-09-20,付勇斌,15.0,502.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
193,4,3523,202310051302,2023-09-20,付勇斌,15.0,478.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
194,4,3524,202310051303,2023-09-20,付勇斌,15.0,520.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
195,4,3525,202310051304,2023-09-20,付勇斌,15.0,498.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
196,4,3526,202310051305,2023-09-20,付勇斌,15.0,468.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
197,4,3527,202310051306,2023-09-20,付勇斌,15.0,477.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
198,4,3528,202310051307,2023-09-20,付勇斌,15.0,517.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
199,4,3529,202310051308,2023-09-20,付勇斌,15.0,490.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
200,4,3530,202310051309,2023-09-20,付勇斌,15.0,532.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
201,4,3531,202310051310,2023-09-20,付勇斌,15.0,526.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:34,0
202,4,3532,202310051311,2023-09-20,付勇斌,15.0,467.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
203,4,3533,202310051312,2023-09-20,付勇斌,15.0,493.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
204,4,3534,202310051313,2023-09-20,付勇斌,15.0,499.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
205,4,3535,202310051314,2023-09-20,付勇斌,15.0,550.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
206,4,3536,202310051315,2023-09-20,付勇斌,15.0,487.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
207,4,3537,202310051316,2023-09-20,付勇斌,15.0,518.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
208,4,3538,202310051317,2023-09-20,付勇斌,15.0,466.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
209,4,3539,202310051318,2023-09-20,付勇斌,15.0,511.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
210,4,3540,202310051319,2023-09-20,付勇斌,15.0,489.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
211,4,3541,202310051320,2023-09-20,付勇斌,15.0,548.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
212,4,3542,202310051321,2023-09-20,付勇斌,15.0,506.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
213,4,3543,202310051322,2023-09-20,付勇斌,15.0,520.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
214,4,3544,202310051323,2023-09-20,付勇斌,15.0,517.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
215,4,3545,202310051324,2023-09-20,付勇斌,15.0,558.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:35,0
216,4,3546,202310051325,2023-09-20,付勇斌,15.0,475.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:36,0
217,4,3547,202310051326,2023-09-20,付勇斌,15.0,534.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:36,0
218,4,3548,202310051327,2023-09-20,付勇斌,15.0,483.0,15,付勇斌,6,2023-09-20 00:00:00,,,2024-03-19 09:42:36,0
266,4,3469,202310051248,2023-10-20,付勇斌,16.0,507.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:36,0
267,4,3470,202310051249,2023-10-20,付勇斌,16.0,534.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:36,0
268,4,3471,202310051250,2023-10-20,付勇斌,16.0,587.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:36,0
269,4,3472,202310051251,2023-10-20,付勇斌,16.0,537.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:36,0
270,4,3473,202310051252,2023-10-20,付勇斌,16.0,523.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:36,0
271,4,3474,202310051253,2023-10-20,付勇斌,16.0,506.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:36,0
272,4,3475,202310051254,2023-10-20,付勇斌,16.0,562.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:36,0
273,4,3476,202310051255,2023-10-20,付勇斌,16.0,595.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:36,0
274,4,3477,202310051256,2023-10-20,付勇斌,16.0,589.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:36,0
275,4,3478,202310051257,2023-10-20,付勇斌,16.0,562.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:36,0
276,4,3479,202310051258,2023-10-20,付勇斌,16.0,545.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
277,4,3480,202310051259,2023-10-20,付勇斌,16.0,538.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
278,4,3481,202310051260,2023-10-20,付勇斌,16.0,559.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
279,4,3482,202310051261,2023-10-20,付勇斌,16.0,581.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
280,4,3483,202310051262,2023-10-20,付勇斌,16.0,528.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
281,4,3484,202310051263,2023-10-20,付勇斌,16.0,501.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
282,4,3485,202310051264,2023-10-20,付勇斌,16.0,523.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
283,4,3486,202310051265,2023-10-20,付勇斌,16.0,511.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
284,4,3487,202310051266,2023-10-20,付勇斌,16.0,589.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
285,4,3488,202310051267,2023-10-20,付勇斌,16.0,513.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
286,4,3489,202310051268,2023-10-20,付勇斌,16.0,598.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
287,4,3490,202310051269,2023-10-20,付勇斌,16.0,555.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
288,4,3491,202310051270,2023-10-20,付勇斌,16.0,580.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
289,4,3492,202310051271,2023-10-20,付勇斌,16.0,539.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:37,0
290,4,3493,202310051272,2023-10-20,付勇斌,16.0,555.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
291,4,3494,202310051273,2023-10-20,付勇斌,16.0,559.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
292,4,3495,202310051274,2023-10-20,付勇斌,16.0,532.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
293,4,3496,202310051275,2023-10-20,付勇斌,16.0,584.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
294,4,3497,202310051276,2023-10-20,付勇斌,16.0,527.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
295,4,3498,202310051277,2023-10-20,付勇斌,16.0,585.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
296,4,3499,202310051278,2023-10-20,付勇斌,16.0,543.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
297,4,3500,202310051279,2023-10-20,付勇斌,16.0,563.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
298,4,3501,202310051280,2023-10-20,付勇斌,16.0,585.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
299,4,3502,202310051281,2023-10-20,付勇斌,16.0,540.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
300,4,3503,202310051282,2023-10-20,付勇斌,16.0,546.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
301,4,3504,202310051283,2023-10-20,付勇斌,16.0,513.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
302,4,3505,202310051284,2023-10-20,付勇斌,16.0,529.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
303,4,3506,202310051285,2023-10-20,付勇斌,16.0,506.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:38,0
304,4,3507,202310051286,2023-10-20,付勇斌,16.0,545.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
305,4,3508,202310051287,2023-10-20,付勇斌,16.0,510.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
306,4,3509,202310051288,2023-10-20,付勇斌,16.0,514.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
307,4,3510,202310051289,2023-10-20,付勇斌,16.0,541.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
308,4,3511,202310051290,2023-10-20,付勇斌,16.0,564.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
309,4,3512,202310051291,2023-10-20,付勇斌,16.0,500.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
310,4,3513,202310051292,2023-10-20,付勇斌,16.0,508.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
311,4,3514,202310051293,2023-10-20,付勇斌,16.0,543.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
312,4,3515,202310051294,2023-10-20,付勇斌,16.0,593.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
313,4,3516,202310051295,2023-10-20,付勇斌,16.0,535.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
314,4,3517,202310051296,2023-10-20,付勇斌,16.0,598.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
315,4,3518,202310051297,2023-10-20,付勇斌,16.0,588.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
316,4,3519,202310051298,2023-10-20,付勇斌,16.0,549.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:39,0
317,4,3520,202310051299,2023-10-20,付勇斌,16.0,580.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:40,0
318,4,3521,202310051300,2023-10-20,付勇斌,16.0,555.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:40,0
319,4,3522,202310051301,2023-10-20,付勇斌,16.0,535.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:40,0
320,4,3523,202310051302,2023-10-20,付勇斌,16.0,511.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:40,0
321,4,3524,202310051303,2023-10-20,付勇斌,16.0,553.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:40,0
322,4,3525,202310051304,2023-10-20,付勇斌,16.0,531.0,15,付勇斌,6,2023-10-20 00:00:00,,,2024-03-19 09:42:40,0
